countyname,year,total,party,pct,fips
TREMPEALEAU,1944,9242,DEMOCRAT,48.64747890067085,NA
TREMPEALEAU,1944,9242,MODERN REPUBLICAN,51.06037654187405,NA
TREMPEALEAU,1944,9242,SOCIALIST,0.2921445574550963,NA
TREMPEALEAU,1948,8463,DEMOCRAT,55.66583953680728,NA
TREMPEALEAU,1948,8463,MODERN REPUBLICAN,43.12891409665603,NA
TREMPEALEAU,1948,8463,SOCIALIST,0.271771239513175,NA
TREMPEALEAU,1948,8463,INDEPENDENT SOCIALIST LABOR,0.04726456339359565,NA
TREMPEALEAU,1948,8463,PEOPLES PROGRESSIVE,0.8743944227815196,NA
TREMPEALEAU,1948,8463,INDEPENDENT SOCIALIST WORKERS,0.011816140848398913,NA
TREMPEALEAU,1952,10548,DEMOCRAT,38.12097080015169,NA
TREMPEALEAU,1952,10548,MODERN REPUBLICAN,61.63253697383391,NA
TREMPEALEAU,1952,10548,INDEPENDENT PROGRESSIVE,0.08532423208191127,NA
TREMPEALEAU,1952,10548,INDEPENDENT SOCIALIST,0.009480470231323474,NA
TREMPEALEAU,1952,10548,INDEPENDENT SOCIALIST LABOR,0.018960940462646948,NA
TREMPEALEAU,1952,10548,INDEPENDENT SOCIALIST WORKERS,0.13272658323852862,NA
TREMPEALEAU,1956,10094,DEMOCRAT,45.59144045967901,NA
TREMPEALEAU,1956,10094,MODERN REPUBLICAN,54.250049534376856,NA
TREMPEALEAU,1956,10094,SOCIALIST,0.029720626114523477,NA
TREMPEALEAU,1956,10094,SOCIALIST LABOR,0.009906875371507825,NA
TREMPEALEAU,1956,10094,SOCIALIST WORKERS,0.029720626114523477,NA
TREMPEALEAU,1956,10094,BETTER GOVERNMENT - UNDER THE CONSTITUTION,0.08916187834357044,NA
VERNON/BAD AX,1932,9057,DEMOCRAT,65.57358948879319,NA
VERNON/BAD AX,1932,9057,MODERN REPUBLICAN,32.891685988738,NA
VERNON/BAD AX,1932,9057,PROHIBITION,0.7397593021971955,NA
VERNON/BAD AX,1932,9057,SOCIALIST,0.7397593021971955,NA
VERNON/BAD AX,1932,9057,INDEPENDENT SOCIALIST LABOR,0.04416473445953406,NA
VERNON/BAD AX,1932,9057,INDEPENDENT COMMUNIST,0.011041183614883515,NA
VERNON/BAD AX,1936,11357,DEMOCRAT,53.21827947521353,NA
VERNON/BAD AX,1936,11357,MODERN REPUBLICAN,42.36153913885709,NA
VERNON/BAD AX,1936,11357,PROHIBITION,0.18490798626397817,NA
VERNON/BAD AX,1936,11357,SOCIALIST,0.14968741745179184,NA
VERNON/BAD AX,1936,11357,SOCIALIST LABOR,0.03522056881218632,NA
VERNON/BAD AX,1936,11357,COMMUNIST,0.00880514220304658,NA
VERNON/BAD AX,1936,11357,UNION,4.04156027119838,NA
VERNON/BAD AX,1940,12492,DEMOCRAT,46.23759205891771,NA
VERNON/BAD AX,1940,12492,MODERN REPUBLICAN,52.94588536663465,NA
VERNON/BAD AX,1940,12492,PROHIBITION,0.4162664105027218,NA
VERNON/BAD AX,1940,12492,SOCIALIST,0.2001280819724624,NA
VERNON/BAD AX,1940,12492,SOCIALIST LABOR,0.12007684918347744,NA
VERNON/BAD AX,1940,12492,COMMUNIST,0.08005123278898495,NA
VERNON/BAD AX,1944,11121,DEMOCRAT,48.637712435932016,NA
VERNON/BAD AX,1944,11121,MODERN REPUBLICAN,51.038575667655785,NA
VERNON/BAD AX,1944,11121,INDEPENDENT,0.15286395108353565,NA
VERNON/BAD AX,1944,11121,SOCIALIST,0.1708479453286575,NA
VERNON/BAD AX,1948,9470,DEMOCRAT,55.18479408658923,NA
VERNON/BAD AX,1948,9470,MODERN REPUBLICAN,43.706441393875394,NA
VERNON/BAD AX,1948,9470,SOCIALIST,0.2534318901795143,NA
VERNON/BAD AX,1948,9470,INDEPENDENT SOCIALIST LABOR,0.021119324181626188,NA
VERNON/BAD AX,1948,9470,PEOPLES PROGRESSIVE,0.791974656810982,NA
VERNON/BAD AX,1948,9470,INDEPENDENT SOCIALIST WORKERS,0.042238648363252376,NA
VERNON/BAD AX,1952,11663,DEMOCRAT,34.570865129040556,NA
VERNON/BAD AX,1952,11663,MODERN REPUBLICAN,65.32624539140873,NA
VERNON/BAD AX,1952,11663,INDEPENDENT PROGRESSIVE,0.05144473977535797,NA
VERNON/BAD AX,1952,11663,INDEPENDENT SOCIALIST LABOR,0.008574123295892995,NA
VERNON/BAD AX,1952,11663,INDEPENDENT SOCIALIST WORKERS,0.042870616479464975,NA
VERNON/BAD AX,1956,11140,DEMOCRAT,44.19210053859965,NA
VERNON/BAD AX,1956,11140,MODERN REPUBLICAN,55.65529622980251,NA
VERNON/BAD AX,1956,11140,SOCIALIST LABOR,0.008976660682226212,NA
VERNON/BAD AX,1956,11140,SOCIALIST WORKERS,0.008976660682226212,NA
VERNON/BAD AX,1956,11140,BETTER GOVERNMENT - UNDER THE CONSTITUTION,0.13464991023339318,NA
VILAS,1932,3319,DEMOCRAT,61.34377824645978,NA
VILAS,1932,3319,MODERN REPUBLICAN,34.28743597469117,NA
VILAS,1932,3319,PROHIBITION,0.3615546851461284,NA
VILAS,1932,3319,SOCIALIST,1.7173847544441094,NA
VILAS,1932,3319,INDEPENDENT SOCIALIST LABOR,0.1807773425730642,NA
VILAS,1932,3319,INDEPENDENT COMMUNIST,2.1090689966857488,NA
VILAS,1936,4145,DEMOCRAT,61.73703256936067,NA
VILAS,1936,4145,MODERN REPUBLICAN,31.314837153196624,NA
VILAS,1936,4145,PROHIBITION,0.024125452352231604,NA
VILAS,1936,4145,SOCIALIST,0.5307599517490953,NA
VILAS,1936,4145,SOCIALIST LABOR,0.12062726176115801,NA
VILAS,1936,4145,COMMUNIST,1.0615199034981906,NA
VILAS,1936,4145,UNION,5.211097708082026,NA
VILAS,1940,4798,DEMOCRAT,51.47978324301793,NA
VILAS,1940,4798,MODERN REPUBLICAN,46.91538140892038,NA
VILAS,1940,4798,PROHIBITION,0.12505210504376824,NA
VILAS,1940,4798,SOCIALIST,0.5210504376823677,NA
VILAS,1940,4798,SOCIALIST LABOR,0.16673614005835766,NA
VILAS,1940,4798,COMMUNIST,0.7919966652771988,NA
VILAS,1944,4132,DEMOCRAT,50.314617618586645,NA
VILAS,1944,4132,MODERN REPUBLICAN,48.910939012584706,NA
VILAS,1944,4132,INDEPENDENT,0.16940948693126814,NA
VILAS,1944,4132,SOCIALIST,0.6050338818973863,NA
VILAS,1948,4571,DEMOCRAT,36.928462043316564,NA
VILAS,1948,4571,MODERN REPUBLICAN,58.30234084445417,NA
VILAS,1948,4571,SOCIALIST,0.8532049879676219,NA
VILAS,1948,4571,INDEPENDENT SOCIALIST LABOR,0.10938525486764385,NA
VILAS,1948,4571,PEOPLES PROGRESSIVE,3.6972216145263617,NA
VILAS,1948,4571,INDEPENDENT SOCIALIST WORKERS,0.10938525486764385,NA
VILAS,1952,5204,DEMOCRAT,28.766333589546498,NA
VILAS,1952,5204,MODERN REPUBLICAN,70.84934665641815,NA
VILAS,1952,5204,INDEPENDENT PROGRESSIVE,0.1921598770176787,NA
VILAS,1952,5204,INDEPENDENT SOCIALIST,0.03843197540353574,NA
VILAS,1952,5204,INDEPENDENT SOCIALIST LABOR,0.09607993850883935,NA
VILAS,1952,5204,INDEPENDENT SOCIALIST WORKERS,0.05764796310530361,NA
VILAS,1956,4972,DEMOCRAT,25.482703137570397,NA
VILAS,1956,4972,MODERN REPUBLICAN,74.07481898632341,NA
VILAS,1956,4972,SOCIALIST LABOR,0.02011263073209976,NA
VILAS,1956,4972,SOCIALIST WORKERS,0.04022526146419952,NA
VILAS,1956,4972,BETTER GOVERNMENT - UNDER THE CONSTITUTION,0.3821399839098954,NA
WALWORTH,1932,14852,DEMOCRAT,45.71774845138702,NA
WALWORTH,1932,14852,MODERN REPUBLICAN,52.908699165095605,NA
WALWORTH,1932,14852,PROHIBITION,0.28279019660651766,NA
WALWORTH,1932,14852,SOCIALIST,1.0368973875572314,NA
WALWORTH,1932,14852,INDEPENDENT SOCIALIST LABOR,0.020199299757608404,NA
WALWORTH,1932,14852,INDEPENDENT COMMUNIST,0.033665499596014004,NA
WALWORTH,1936,16066,DEMOCRAT,44.149134818872156,NA
WALWORTH,1936,16066,MODERN REPUBLICAN,52.67023527947218,NA
WALWORTH,1936,16066,PROHIBITION,0.04979459728619445,NA
WALWORTH,1936,16066,SOCIALIST,0.3236648823602639,NA
WALWORTH,1936,16066,SOCIALIST LABOR,0.01867297398232292,NA
WALWORTH,1936,16066,COMMUNIST,0.024897298643097227,NA
WALWORTH,1936,16066,UNION,2.763600149383792,NA
WALWORTH,1940,17154,DEMOCRAT,31.765185962457736,NA
WALWORTH,1940,17154,MODERN REPUBLICAN,67.58773463915122,NA
WALWORTH,1940,17154,PROHIBITION,0.15739769150052466,NA
WALWORTH,1940,17154,SOCIALIST,0.3614317360382418,NA
WALWORTH,1940,17154,SOCIALIST LABOR,0.09910225020403406,NA
WALWORTH,1940,17154,COMMUNIST,0.02914772064824531,NA
WALWORTH,1944,16683,DEMOCRAT,34.14254031049571,NA
WALWORTH,1944,16683,MODERN REPUBLICAN,65.34196487442307,NA
WALWORTH,1944,16683,INDEPENDENT,0.047953006054067014,NA
WALWORTH,1944,16683,SOCIALIST,0.46754180902715337,NA
WALWORTH,1948,16151,DEMOCRAT,33.29205621942914,NA
WALWORTH,1948,16151,MODERN REPUBLICAN,65.06717850287907,NA
WALWORTH,1948,16151,SOCIALIST,0.5820073060491611,NA
WALWORTH,1948,16151,INDEPENDENT SOCIALIST LABOR,0.006191567085629373,NA
WALWORTH,1948,16151,PEOPLES PROGRESSIVE,1.0525664045569934,NA
WALWORTH,1952,22372,DEMOCRAT,24.21330234221348,NA
WALWORTH,1952,22372,MODERN REPUBLICAN,75.56767387806185,NA
WALWORTH,1952,22372,INDEPENDENT PROGRESSIVE,0.08045771500089398,NA
WALWORTH,1952,22372,INDEPENDENT SOCIALIST,0.017879492222420884,NA
WALWORTH,1952,22372,INDEPENDENT SOCIALIST LABOR,0.017879492222420884,NA
WALWORTH,1952,22372,INDEPENDENT SOCIALIST WORKERS,0.10280708027892009,NA
WALWORTH,1956,21790,DEMOCRAT,22.588343276732445,NA
WALWORTH,1956,21790,MODERN REPUBLICAN,76.62230380908673,NA
WALWORTH,1956,21790,SOCIALIST,0.02294630564479119,NA
WALWORTH,1956,21790,SOCIALIST LABOR,0.04130335016062414,NA
WALWORTH,1956,21790,SOCIALIST WORKERS,0.027535566773749427,NA
WALWORTH,1956,21790,BETTER GOVERNMENT - UNDER THE CONSTITUTION,0.6975676916016521,NA
WASHBURN,1932,4328,DEMOCRAT,60.51293900184843,NA
WASHBURN,1932,4328,MODERN REPUBLICAN,34.681146025878,NA
WASHBURN,1932,4328,PROHIBITION,0.41589648798521256,NA
WASHBURN,1932,4328,SOCIALIST,4.182070240295749,NA
WASHBURN,1932,4328,INDEPENDENT SOCIALIST LABOR,0.13863216266173753,NA
WASHBURN,1932,4328,INDEPENDENT COMMUNIST,0.06931608133086876,NA
WASHBURN,1936,5215,DEMOCRAT,61.74496644295302,NA
WASHBURN,1936,5215,MODERN REPUBLICAN,31.639501438159158,NA
WASHBURN,1936,5215,PROHIBITION,0.19175455417066153,NA
WASHBURN,1936,5215,SOCIALIST,0.5560882070949186,NA
WASHBURN,1936,5215,SOCIALIST LABOR,0.019175455417066153,NA
WASHBURN,1936,5215,COMMUNIST,0.03835091083413231,NA
WASHBURN,1936,5215,UNION,5.810162991371045,NA
WASHBURN,1940,5762,DEMOCRAT,50.34710170079833,NA
WASHBURN,1940,5762,MODERN REPUBLICAN,48.68101353696633,NA
WASHBURN,1940,5762,PROHIBITION,0.3297466157584172,NA
WASHBURN,1940,5762,SOCIALIST,0.3471017007983339,NA
WASHBURN,1940,5762,SOCIALIST LABOR,0.13884068031933355,NA
WASHBURN,1940,5762,COMMUNIST,0.15619576535925028,NA
WASHBURN,1944,4533,DEMOCRAT,45.42245753364218,NA
WASHBURN,1944,4533,MODERN REPUBLICAN,53.849547760864766,NA
WASHBURN,1944,4533,INDEPENDENT,0.08824178248400617,NA
WASHBURN,1944,4533,SOCIALIST,0.6397529230090447,NA
WASHBURN,1948,4925,DEMOCRAT,54.984771573604064,NA
WASHBURN,1948,4925,MODERN REPUBLICAN,41.807106598984774,NA
WASHBURN,1948,4925,SOCIALIST,0.46700507614213194,NA
WASHBURN,1948,4925,INDEPENDENT SOCIALIST LABOR,0.04060913705583756,NA
WASHBURN,1948,4925,PEOPLES PROGRESSIVE,2.6598984771573604,NA
WASHBURN,1948,4925,INDEPENDENT SOCIALIST WORKERS,0.04060913705583756,NA
WASHBURN,1952,5237,DEMOCRAT,38.93450448730189,NA
WASHBURN,1952,5237,MODERN REPUBLICAN,60.798166889440516,NA
WASHBURN,1952,5237,INDEPENDENT PROGRESSIVE,0.07637960664502579,NA
WASHBURN,1952,5237,INDEPENDENT SOCIALIST,0.019094901661256446,NA
WASHBURN,1952,5237,INDEPENDENT SOCIALIST LABOR,0.019094901661256446,NA
WASHBURN,1952,5237,INDEPENDENT SOCIALIST WORKERS,0.15275921329005157,NA
WASHBURN,1956,4752,DEMOCRAT,40.71969696969697,NA
WASHBURN,1956,4752,MODERN REPUBLICAN,58.88047138047138,NA
WASHBURN,1956,4752,SOCIALIST,0.06313131313131314,NA
WASHBURN,1956,4752,SOCIALIST WORKERS,0.04208754208754208,NA
WASHBURN,1956,4752,BETTER GOVERNMENT - UNDER THE CONSTITUTION,0.2946127946127946,NA
WASHINGTON,1932,10985,DEMOCRAT,78.01547564861174,NA
WASHINGTON,1932,10985,MODERN REPUBLICAN,20.109239872553484,NA
WASHINGTON,1932,10985,PROHIBITION,0.12744651797906237,NA
WASHINGTON,1932,10985,SOCIALIST,1.6932180245789712,NA
WASHINGTON,1932,10985,INDEPENDENT SOCIALIST LABOR,0.009103322712790168,NA
WASHINGTON,1932,10985,INDEPENDENT COMMUNIST,0.04551661356395084,NA
WASHINGTON,1936,12092,DEMOCRAT,58.956334766787954,NA
WASHINGTON,1936,12092,MODERN REPUBLICAN,29.680780681442275,NA
WASHINGTON,1936,12092,PROHIBITION,0.016539861065167055,NA
WASHINGTON,1936,12092,SOCIALIST,0.49619583195501155,NA
WASHINGTON,1936,12092,SOCIALIST LABOR,0.07442937479325173,NA
WASHINGTON,1936,12092,COMMUNIST,0.04961958319550116,NA
WASHINGTON,1936,12092,UNION,10.726099900760834,NA
WASHINGTON,1940,13380,DEMOCRAT,35,NA
WASHINGTON,1940,13380,MODERN REPUBLICAN,63.535127055306425,NA
WASHINGTON,1940,13380,PROHIBITION,0.09715994020926756,NA
WASHINGTON,1940,13380,SOCIALIST,1.1210762331838564,NA
WASHINGTON,1940,13380,SOCIALIST LABOR,0.19431988041853512,NA
WASHINGTON,1940,13380,COMMUNIST,0.05231689088191331,NA
WASHINGTON,1944,12847,DEMOCRAT,29.890246750214054,NA
WASHINGTON,1944,12847,MODERN REPUBLICAN,69.44033626527593,NA
WASHINGTON,1944,12847,INDEPENDENT,0.0700552658208142,NA
WASHINGTON,1944,12847,SOCIALIST,0.5993617186891881,NA
WASHINGTON,1948,11565,DEMOCRAT,38.867271941201906,NA
WASHINGTON,1948,11565,MODERN REPUBLICAN,59.45525291828794,NA
WASHINGTON,1948,11565,SOCIALIST,0.5533938607868569,NA
WASHINGTON,1948,11565,INDEPENDENT SOCIALIST LABOR,0.02594033722438392,NA
WASHINGTON,1948,11565,PEOPLES PROGRESSIVE,1.098140942498919,NA
WASHINGTON,1952,17100,DEMOCRAT,25.964912280701753,NA
WASHINGTON,1952,17100,MODERN REPUBLICAN,73.83625730994152,NA
WASHINGTON,1952,17100,INDEPENDENT PROGRESSIVE,0.046783625730994156,NA
WASHINGTON,1952,17100,INDEPENDENT SOCIALIST,0.017543859649122806,NA
WASHINGTON,1952,17100,INDEPENDENT SOCIALIST LABOR,0.017543859649122806,NA
WASHINGTON,1952,17100,INDEPENDENT SOCIALIST WORKERS,0.11695906432748539,NA
WASHINGTON,1956,16683,DEMOCRAT,26.655877240304505,NA
WASHINGTON,1956,16683,MODERN REPUBLICAN,72.93052808247917,NA
WASHINGTON,1956,16683,SOCIALIST,0.023976503027033507,NA
WASHINGTON,1956,16683,SOCIALIST LABOR,0.023976503027033507,NA
WASHINGTON,1956,16683,SOCIALIST WORKERS,0.011988251513516754,NA
WASHINGTON,1956,16683,BETTER GOVERNMENT - UNDER THE CONSTITUTION,0.35365341964874425,NA
WAUKESHA,1932,22609,DEMOCRAT,59.653235437215265,NA
WAUKESHA,1932,22609,MODERN REPUBLICAN,37.76372241142908,NA
WAUKESHA,1932,22609,PROHIBITION,0.19018974744570746,NA
WAUKESHA,1932,22609,SOCIALIST,2.2822769693484894,NA
WAUKESHA,1932,22609,INDEPENDENT SOCIALIST LABOR,0.04423017382458313,NA
WAUKESHA,1932,22609,INDEPENDENT COMMUNIST,0.06634526073687469,NA
WAUKESHA,1936,25194,DEMOCRAT,59.46653965229817,NA
WAUKESHA,1936,25194,MODERN REPUBLICAN,35.409224418512345,NA
WAUKESHA,1936,25194,PROHIBITION,0.0714455822814956,NA
WAUKESHA,1936,25194,SOCIALIST,0.48027308089227594,NA
WAUKESHA,1936,25194,SOCIALIST LABOR,0.0357227911407478,NA
WAUKESHA,1936,25194,COMMUNIST,0.0714455822814956,NA
WAUKESHA,1936,25194,UNION,4.465348892593474,NA
WAUKESHA,1940,29943,DEMOCRAT,42.94492869785926,NA
WAUKESHA,1940,29943,MODERN REPUBLICAN,55.85946631934008,NA
WAUKESHA,1940,29943,PROHIBITION,0.12022843402464682,NA
WAUKESHA,1940,29943,SOCIALIST,0.9584877934742677,NA
WAUKESHA,1940,29943,SOCIALIST LABOR,0.08683164679557827,NA
WAUKESHA,1940,29943,COMMUNIST,0.030057108506161705,NA
WAUKESHA,1944,31326,DEMOCRAT,41.620379237693925,NA
WAUKESHA,1944,31326,MODERN REPUBLICAN,57.444295473408665,NA
WAUKESHA,1944,31326,INDEPENDENT,0.04788354721317755,NA
WAUKESHA,1944,31326,SOCIALIST,0.8874417416842241,NA
WAUKESHA,1948,31950,DEMOCRAT,43.66823161189358,NA
WAUKESHA,1948,31950,MODERN REPUBLICAN,54.22222222222223,NA
WAUKESHA,1948,31950,SOCIALIST,0.8137715179968702,NA
WAUKESHA,1948,31950,INDEPENDENT SOCIALIST LABOR,0.021909233176838808,NA
WAUKESHA,1948,31950,PEOPLES PROGRESSIVE,1.2519561815336464,NA
WAUKESHA,1948,31950,INDEPENDENT SOCIALIST WORKERS,0.021909233176838808,NA
WAUKESHA,1952,46111,DEMOCRAT,34.169720890893714,NA
WAUKESHA,1952,46111,MODERN REPUBLICAN,65.57654355793629,NA
WAUKESHA,1952,46111,INDEPENDENT PROGRESSIVE,0.11710871592461669,NA
WAUKESHA,1952,46111,INDEPENDENT SOCIALIST,0.01734943939623951,NA
WAUKESHA,1952,46111,INDEPENDENT SOCIALIST LABOR,0.058554357962308345,NA
WAUKESHA,1952,46111,INDEPENDENT SOCIALIST WORKERS,0.06072303788683828,NA
WAUKESHA,1956,51084,DEMOCRAT,30.334351264583827,NA
WAUKESHA,1956,51084,MODERN REPUBLICAN,68.92960613890847,NA
WAUKESHA,1956,51084,SOCIALIST,0.04306632213608958,NA
WAUKESHA,1956,51084,SOCIALIST LABOR,0.035236081747709654,NA
WAUKESHA,1956,51084,SOCIALIST WORKERS,0.045023882233184556,NA
WAUKESHA,1956,51084,BETTER GOVERNMENT - UNDER THE CONSTITUTION,0.6127163103907289,NA
WAUPACA,1932,13536,DEMOCRAT,60.42405437352246,NA
WAUPACA,1932,13536,MODERN REPUBLICAN,37.544326241134755,NA
WAUPACA,1932,13536,PROHIBITION,0.19946808510638298,NA
WAUPACA,1932,13536,SOCIALIST,1.750886524822695,NA
WAUPACA,1932,13536,INDEPENDENT SOCIALIST LABOR,0.0591016548463357,NA
WAUPACA,1932,13536,INDEPENDENT COMMUNIST,0.022163120567375887,NA
WAUPACA,1936,14561,DEMOCRAT,47.52420850216331,NA
WAUPACA,1936,14561,MODERN REPUBLICAN,45.87597005700158,NA
WAUPACA,1936,14561,PROHIBITION,0.10301490282260833,NA
WAUPACA,1936,14561,SOCIALIST,0.3159123686559989,NA
WAUPACA,1936,14561,COMMUNIST,0.03433830094086945,NA
WAUPACA,1936,14561,UNION,6.14655586841563,NA
WAUPACA,1940,15866,DEMOCRAT,29.093659397453674,NA
WAUPACA,1940,15866,MODERN REPUBLICAN,69.95461994201438,NA
WAUPACA,1940,15866,PROHIBITION,0.17647800327744864,NA
WAUPACA,1940,15866,SOCIALIST,0.5483423673263582,NA
WAUPACA,1940,15866,SOCIALIST LABOR,0.18908357494012354,NA
WAUPACA,1940,15866,COMMUNIST,0.037816714988024705,NA
WAUPACA,1944,15442,DEMOCRAT,25.119803134309027,NA
WAUPACA,1944,15442,MODERN REPUBLICAN,74.43983939904157,NA
WAUPACA,1944,15442,INDEPENDENT,0.03237922548892631,NA
WAUPACA,1944,15442,SOCIALIST,0.40797824116047143,NA
WAUPACA,1948,12982,DEMOCRAT,30.965952857803114,NA
WAUPACA,1948,12982,MODERN REPUBLICAN,67.50885841934988,NA
WAUPACA,1948,12982,SOCIALIST,0.49299029425358193,NA
WAUPACA,1948,12982,INDEPENDENT SOCIALIST LABOR,0.007702973347712218,NA
WAUPACA,1948,12982,PEOPLES PROGRESSIVE,1.0167924818980127,NA
WAUPACA,1948,12982,INDEPENDENT SOCIALIST WORKERS,0.007702973347712218,NA
WAUPACA,1952,16826,DEMOCRAT,18.45358373945085,NA
WAUPACA,1952,16826,MODERN REPUBLICAN,81.3800071318198,NA
WAUPACA,1952,16826,INDEPENDENT PROGRESSIVE,0.05943183168905265,NA
WAUPACA,1952,16826,INDEPENDENT SOCIALIST,0.023772732675621064,NA
WAUPACA,1952,16826,INDEPENDENT SOCIALIST LABOR,0.023772732675621064,NA
WAUPACA,1952,16826,INDEPENDENT SOCIALIST WORKERS,0.05943183168905265,NA
WAUPACA,1956,15003,DEMOCRAT,20.882490168632938,NA
WAUPACA,1956,15003,MODERN REPUBLICAN,78.6376058121709,NA
WAUPACA,1956,15003,SOCIALIST,0.01999600079984003,NA
WAUPACA,1956,15003,SOCIALIST LABOR,0.01999600079984003,NA
WAUPACA,1956,15003,BETTER GOVERNMENT - UNDER THE CONSTITUTION,0.43991201759648074,NA
WAUSHARA,1932,5738,DEMOCRAT,53.55524573021959,NA
WAUSHARA,1932,5738,MODERN REPUBLICAN,44.28372255141164,NA
WAUSHARA,1932,5738,PROHIBITION,0.34855350296270476,NA
WAUSHARA,1932,5738,SOCIALIST,1.3593586615545485,NA
WAUSHARA,1932,5738,INDEPENDENT SOCIALIST LABOR,0.05228302544440572,NA
WAUSHARA,1932,5738,INDEPENDENT COMMUNIST,0.4008365284071105,NA
WAUSHARA,1936,6421,DEMOCRAT,41.05279551471733,NA
WAUSHARA,1936,6421,MODERN REPUBLICAN,51.4250116804236,NA
WAUSHARA,1936,6421,PROHIBITION,0.10901728702694286,NA
WAUSHARA,1936,6421,SOCIALIST,0.529512536988008,NA
WAUSHARA,1936,6421,SOCIALIST LABOR,0.03114779629341224,NA
WAUSHARA,1936,6421,COMMUNIST,0.264756268494004,NA
WAUSHARA,1936,6421,UNION,6.587758916056689,NA
WAUSHARA,1940,6685,DEMOCRAT,26.133133881824982,NA
WAUSHARA,1940,6685,MODERN REPUBLICAN,72.87958115183247,NA
WAUSHARA,1940,6685,PROHIBITION,0.26925953627524307,NA
WAUSHARA,1940,6685,SOCIALIST,0.4038893044128646,NA
WAUSHARA,1940,6685,SOCIALIST LABOR,0.10471204188481677,NA
WAUSHARA,1940,6685,COMMUNIST,0.20942408376963353,NA
WAUSHARA,1944,6189,DEMOCRAT,23.994183228308287,NA
WAUSHARA,1944,6189,MODERN REPUBLICAN,75.5372434965261,NA
WAUSHARA,1944,6189,INDEPENDENT,0.03231539828728389,NA
WAUSHARA,1944,6189,SOCIALIST,0.4362578768783325,NA
WAUSHARA,1948,5164,DEMOCRAT,27.69171185127808,NA
WAUSHARA,1948,5164,MODERN REPUBLICAN,69.59721146398141,NA
WAUSHARA,1948,5164,SOCIALIST,0.5422153369481022,NA
WAUSHARA,1948,5164,INDEPENDENT SOCIALIST LABOR,0.019364833462432226,NA
WAUSHARA,1948,5164,PEOPLES PROGRESSIVE,2.1301316808675446,NA
WAUSHARA,1948,5164,INDEPENDENT SOCIALIST WORKERS,0.019364833462432226,NA
WAUSHARA,1952,6713,DEMOCRAT,18.501415164605987,NA
WAUSHARA,1952,6713,MODERN REPUBLICAN,81.14106956651274,NA
WAUSHARA,1952,6713,INDEPENDENT PROGRESSIVE,0.17875763444063758,NA
WAUSHARA,1952,6713,INDEPENDENT SOCIALIST,0.029792939073439596,NA
WAUSHARA,1952,6713,INDEPENDENT SOCIALIST LABOR,0.029792939073439596,NA
WAUSHARA,1952,6713,INDEPENDENT SOCIALIST WORKERS,0.11917175629375838,NA
WAUSHARA,1956,6127,DEMOCRAT,22.637506120450464,NA
WAUSHARA,1956,6127,MODERN REPUBLICAN,76.98710625102008,NA
WAUSHARA,1956,6127,SOCIALIST,0.016321201240411295,NA
WAUSHARA,1956,6127,SOCIALIST LABOR,0.016321201240411295,NA
WAUSHARA,1956,6127,SOCIALIST WORKERS,0.016321201240411295,NA
WAUSHARA,1956,6127,BETTER GOVERNMENT - UNDER THE CONSTITUTION,0.3264240248082259,NA
WINNEBAGO,1932,27852,DEMOCRAT,55.97802671262387,NA
WINNEBAGO,1932,27852,MODERN REPUBLICAN,41.30762602326583,NA
WINNEBAGO,1932,27852,PROHIBITION,0.4990664943271579,NA
WINNEBAGO,1932,27852,SOCIALIST,2.132701421800948,NA
WINNEBAGO,1932,27852,INDEPENDENT SOCIALIST LABOR,0.03231365790607497,NA
WINNEBAGO,1932,27852,INDEPENDENT COMMUNIST,0.050265690076116615,NA
WINNEBAGO,1936,31621,DEMOCRAT,58.5749976281585,NA
WINNEBAGO,1936,31621,MODERN REPUBLICAN,36.934315802789285,NA
WINNEBAGO,1936,31621,PROHIBITION,0.08538629391859841,NA
WINNEBAGO,1936,31621,SOCIALIST,0.4427437462445843,NA
WINNEBAGO,1936,31621,SOCIALIST LABOR,0.07273647259732456,NA
WINNEBAGO,1936,31621,COMMUNIST,0.09171120457923532,NA
WINNEBAGO,1936,31621,UNION,3.7981088517124695,NA
WINNEBAGO,1940,34535,DEMOCRAT,45.084696684522946,NA
WINNEBAGO,1940,34535,MODERN REPUBLICAN,54.139278992326624,NA
WINNEBAGO,1940,34535,PROHIBITION,0.18531924134935573,NA
WINNEBAGO,1940,34535,SOCIALIST,0.18531924134935573,NA
WINNEBAGO,1940,34535,SOCIALIST LABOR,0.3011437671927031,NA
WINNEBAGO,1940,34535,COMMUNIST,0.1042420732590126,NA
WINNEBAGO,1944,32420,DEMOCRAT,39.60826650215916,NA
WINNEBAGO,1944,32420,MODERN REPUBLICAN,59.5619987661937,NA
WINNEBAGO,1944,32420,INDEPENDENT,0.05860579888957434,NA
WINNEBAGO,1944,32420,SOCIALIST,0.771128932757557,NA
WINNEBAGO,1948,31110,DEMOCRAT,42.16007714561235,NA
WINNEBAGO,1948,31110,MODERN REPUBLICAN,55.17518482802958,NA
WINNEBAGO,1948,31110,SOCIALIST,0.893603342976535,NA
WINNEBAGO,1948,31110,INDEPENDENT SOCIALIST LABOR,0.03857280617164899,NA
WINNEBAGO,1948,31110,PEOPLES PROGRESSIVE,1.722918675666988,NA
WINNEBAGO,1948,31110,INDEPENDENT SOCIALIST WORKERS,0.009643201542912247,NA
WINNEBAGO,1952,41328,DEMOCRAT,31.49438637243515,NA
